paper_references,keywords,max_delta,avg_delta,min_delta,avg_trend,max_trend,min_trend,peso_fonte,class
49,12,20,3.0000,-2,34.1667,73,0,10,irrelevant
91,12,0,-1.3333,-7,15.7500,50,0,10,irrelevant
97,8,2,-1.3750,-11,33.3750,93,0,10,irrelevant
8,3,4,-1.3333,-8,36.3333,68,0,6,irrelevant
57,8,5,-0.6250,-4,25.7500,77,4,10,irrelevant
42,8,3,-0.2500,-5,29.8750,87,0,10,irrelevant
40,8,3,-0.8750,-5,28.7500,78,5,10,irrelevant
55,8,5,-0.3750,-4,22.0000,64,5,10,irrelevant
61,9,0,-2.2222,-11,24.1111,89,0,10,irrelevant
22,4,30,5.7500,-5,20.7500,43,0,6,irrelevant
22,9,8,0.1111,-7,28.1111,60,3,10,irrelevant
60,8,2,0.0000,-3,25.5000,95,3,10,irrelevant
85,8,0,-1.6250,-4,38.0000,77,12,10,irrelevant
38,7,4,0.2857,-4,28.4286,55,12,10,irrelevant
97,8,3,-0.6250,-4,17.2500,39,0,10,irrelevant
12,0,0,0.0000,0,0.0000,0,0,6,irrelevant
55,7,3,-0.4286,-4,22.4286,34,12,10,irrelevant
18,7,3,-1.5714,-12,44.2857,78,4,8,irrelevant
49,9,2,-0.4444,-3,12.5556,50,0,10,irrelevant
28,8,0,-3.2500,-13,27.3750,56,0,10,irrelevant
61,12,2,-3.1667,-10,37.9167,68,4,10,irrelevant
7,0,0,0.0000,0,0.0000,0,0,6,irrelevant
54,8,2,-0.3750,-4,18.0000,46,0,10,irrelevant
78,8,2,-0.7500,-4,27.0000,78,0,10,irrelevant
47,8,6,0.6250,-3,29.1250,93,8,10,relevant
47,8,4,0.7500,-4,30.5000,77,0,10,irrelevant
65,9,1,-2.1111,-6,19.5556,48,0,10,irrelevant
30,5,7,0.0000,-5,24.8000,43,0,6,irrelevant
63,8,4,0.1250,-4,26.7500,61,12,10,irrelevant
56,8,3,-1.8750,-7,37.1250,78,12,10,irrelevant
47,9,1,-1.4444,-7,18.5556,43,0,10,irrelevant
23,8,5,0.8750,-4,27.5000,61,12,10,irrelevant
10,0,0,0.0000,0,0.0000,0,0,6,irrelevant
17,8,4,-0.1250,-2,24.8750,60,0,10,irrelevant
44,8,8,-0.6250,-5,19.2500,32,12,10,irrelevant
48,8,9,2.1250,-4,26.3750,53,5,10,irrelevant
57,8,4,-4.5000,-25,29.1250,56,19,10,irrelevant
74,8,3,-1.0000,-4,27.2500,77,12,10,irrelevant
5,0,0,0.0000,0,0.0000,0,0,6,irrelevant
50,10,1,-1.6000,-6,22.0000,50,0,10,irrelevant
116,12,2,-1.5833,-6,25.6667,66,0,10,irrelevant
51,8,2,-1.3750,-4,19.6250,43,0,10,irrelevant
51,8,2,-2.1250,-8,32.7500,60,13,10,irrelevant
12,0,0,0.0000,0,0.0000,0,0,6,irrelevant
43,13,1,-2.0769,-6,26.1538,64,0,10,irrelevant
68,8,5,-0.1250,-4,39.1250,88,12,10,irrelevant
60,8,1,-0.6250,-3,13.8750,36,0,10,irrelevant
14,14,9,-2.2143,-14,49.1429,74,19,7,irrelevant
49,7,3,-1.1429,-5,20.8571,39,5,10,irrelevant
11,4,30,5.7500,-5,20.7500,43,0,6,irrelevant
88,8,9,0.1250,-5,31.0000,78,5,10,irrelevant
64,10,1,-2.1000,-8,19.8000,39,0,10,irrelevant
87,10,2,-2.1000,-9,34.6000,63,0,10,irrelevant
64,8,9,2.5000,-4,30.7500,89,0,10,irrelevant
60,8,4,0.2500,-2,24.0000,85,5,10,irrelevant
10,0,0,0.0000,0,0.0000,0,0,6,irrelevant
70,8,1,-2.1250,-6,29.8750,48,10,10,irrelevant
52,8,2,-0.3750,-3,19.8750,77,0,10,irrelevant
54,8,1,-1.2500,-4,22.5000,66,0,10,irrelevant
36,7,5,-0.1429,-4,26.2857,77,10,10,irrelevant
58,8,5,1.0000,-4,31.0000,79,0,10,irrelevant
16,0,0,0.0000,0,0.0000,0,0,6,irrelevant
26,11,15,2.5455,-3,33.8182,74,8,0,irrelevant
50,11,2,-0.5455,-4,29.1818,66,0,10,irrelevant
44,7,0,-1.4286,-4,13.4286,32,5,10,irrelevant
36,8,8,1.1250,-2,28.3750,72,12,10,irrelevant
45,10,1,-1.9000,-7,17.9000,41,0,10,irrelevant
4,4,4,-0.7500,-5,25.0000,43,0,6,irrelevant
59,8,4,-0.5000,-7,30.7500,86,8,10,irrelevant
88,8,5,0.8750,-6,16.8750,39,5,10,irrelevant
53,8,3,0.0000,-2,19.0000,43,8,10,irrelevant
52,8,4,0.1250,-4,21.5000,39,12,10,irrelevant
18,4,0,-12.2500,-43,29.7500,43,0,6,irrelevant
47,8,7,0.8750,-4,40.7500,94,12,10,irrelevant
56,8,3,-1.2500,-4,33.7500,78,12,10,irrelevant
43,8,4,0.6250,-2,15.5000,41,0,10,irrelevant
77,11,1,-0.3636,-2,10.9091,39,0,10,irrelevant
51,8,2,-0.7500,-4,30.3750,89,7,10,irrelevant
81,10,1,-1.5000,-8,14.0000,38,0,10,irrelevant
13,0,0,0.0000,0,0.0000,0,0,6,relevant
48,10,1,-2.0000,-6,29.4000,64,0,10,irrelevant
41,8,5,0.0000,-4,20.1250,41,6,10,irrelevant
59,8,3,-0.7500,-4,24.8750,77,0,10,irrelevant
64,8,4,-1.1250,-5,34.6250,78,12,10,irrelevant
47,7,3,-0.8571,-4,25.0000,86,0,10,irrelevant
63,9,1,-2.1111,-4,24.0000,66,5,10,irrelevant
11,0,0,0.0000,0,0.0000,0,0,6,irrelevant
52,8,2,-1.1250,-4,27.3750,77,12,10,irrelevant
32,8,52,7.6250,-1,21.6250,48,0,10,irrelevant
43,8,9,2.0000,-4,34.1250,87,18,10,irrelevant
0,7,4,0.1429,-4,18.0000,34,12,10,irrelevant
43,5,30,5.4000,-5,20.0000,43,0,6,irrelevant
47,8,3,-1.3750,-5,36.1250,78,5,10,irrelevant
35,8,3,0.6250,-7,29.8750,86,5,10,irrelevant
89,8,2,1.1250,0,14.1250,30,0,10,relevant
55,8,4,-0.1250,-4,24.6250,77,0,10,irrelevant
50,11,1,-1.9091,-10,17.4545,63,0,10,irrelevant
14,3,0,-0.3333,-1,44.3333,51,32,1,irrelevant
73,8,0,-1.3750,-4,18.0000,50,5,10,irrelevant
74,8,0,-1.5000,-5,15.1250,35,0,10,irrelevant
38,8,4,-1.3750,-11,32.8750,92,0,10,irrelevant
6,8,5,-0.6250,-5,26.1250,78,2,10,irrelevant
41,7,0,-2.2857,-5,22.2857,50,3,10,irrelevant
26,3,0,-0.3333,-1,44.3333,51,32,1,irrelevant
70,10,1,-1.2000,-5,22.1000,60,0,10,irrelevant
26,15,19,2.2000,-5,23.8000,68,0,10,irrelevant
43,11,1,-1.7273,-12,25.1818,70,0,10,irrelevant
55,8,0,-1.7500,-4,16.5000,32,5,10,irrelevant
10,8,8,3.2500,0,8.2500,27,0,9,irrelevant
50,8,2,-0.5000,-4,15.5000,32,0,10,irrelevant
42,12,2,-1.4167,-7,20.0833,55,0,10,irrelevant
14,4,0,-0.2500,-1,43.5000,51,32,1,irrelevant
77,8,3,0.3750,-2,16.6250,46,0,10,irrelevant
56,8,10,0.5000,-5,27.1250,78,5,10,irrelevant
47,8,1,-2.0000,-6,31.5000,48,9,10,irrelevant
23,8,3,-2.1250,-20,33.7500,81,8,10,irrelevant
48,8,8,0.8750,-4,23.5000,43,0,10,irrelevant
98,11,2,-1.5455,-7,23.4545,55,0,10,irrelevant
4,6,5,0.1667,-3,40.8333,51,27,1,irrelevant
35,8,4,-1.3750,-6,26.3750,44,10,10,irrelevant
47,8,3,-0.2500,-4,43.3750,78,14,10,irrelevant
17,14,9,1.1429,-1,17.9286,86,0,9,irrelevant
50,7,1,-1.7143,-8,23.2857,43,0,10,irrelevant
43,7,5,-1.7143,-8,35.7143,74,18,10,irrelevant
9,5,4,-1.0000,-8,46.6000,52,32,1,irrelevant
18,13,6,0.6923,-7,37.7692,80,0,10,irrelevant
89,10,1,-3.1000,-9,25.4000,63,0,10,irrelevant
79,8,8,0.3750,-4,21.5000,34,5,10,irrelevant
55,8,8,3.1250,-2,30.1250,62,12,10,irrelevant
54,8,4,-0.5000,-11,28.0000,86,7,10,irrelevant
4,0,0,0.0000,0,0.0000,0,0,1,irrelevant
65,8,8,0.8750,-4,32.7500,77,13,10,irrelevant
69,8,4,-1.0000,-3,36.5000,93,12,10,irrelevant
65,8,0,-1.7500,-4,19.1250,50,3,10,irrelevant
43,8,8,2.7500,-1,29.5000,71,6,10,irrelevant
66,8,4,-0.6250,-4,31.2500,77,5,10,irrelevant
19,2,4,4.0000,4,49.5000,58,41,1,irrelevant
49,8,5,-0.5000,-4,14.8750,32,0,10,irrelevant
29,10,15,1.8000,-5,11.4000,23,0,10,irrelevant
51,9,6,-1.1111,-8,30.1111,74,12,10,irrelevant
69,9,0,-2.7778,-8,29.5556,72,0,10,irrelevant
60,10,3,-1.4000,-6,35.9000,88,0,10,irrelevant
5,2,0,0.0000,0,46.0000,51,41,1,irrelevant
6,5,5,1.2000,-2,19.4000,65,2,10,irrelevant
17,8,4,-0.2500,-5,43.6250,80,21,0,irrelevant
47,7,8,1.1429,-4,15.5714,32,5,10,irrelevant
36,8,3,0.0000,-4,23.2500,45,0,10,irrelevant
38,8,3,-0.8750,-4,21.1250,48,6,10,irrelevant
34,7,3,0.1429,-4,34.8571,88,12,10,irrelevant
22,9,2,-2.4444,-23,24.0000,60,0,1,irrelevant
31,11,5,-0.7273,-5,24.6364,85,0,9,irrelevant
80,12,4,1.2500,-3,23.5000,55,0,10,irrelevant
66,8,2,-1.7500,-4,29.1250,68,12,10,irrelevant
58,8,4,-0.5000,-5,32.5000,80,7,10,irrelevant
17,6,0,-8.1667,-43,35.1667,51,0,1,irrelevant
72,8,4,-2.5000,-14,31.3750,81,0,10,irrelevant
55,8,3,0.5000,-4,31.7500,61,18,10,irrelevant
41,8,5,-0.5000,-4,27.2500,68,3,10,irrelevant
75,8,5,0.2500,-2,21.8750,59,0,10,irrelevant
28,8,-2,-3.1250,-8,36.7500,80,12,10,irrelevant
42,8,9,1.8750,-5,38.1250,82,22,10,irrelevant
13,4,0,0.0000,0,29.5000,51,0,1,irrelevant
60,8,2,-0.1250,-2,26.3750,55,5,10,irrelevant
56,8,4,-0.5000,-5,18.0000,36,3,10,irrelevant
51,8,6,-1.8750,-12,40.1250,80,22,10,irrelevant
41,8,3,-0.6250,-3,27.1250,86,8,10,irrelevant
35,11,10,1.0000,-4,40.8182,76,0,9,irrelevant
27,3,2,0.6667,0,20.0000,60,0,1,irrelevant
34,8,3,-0.2500,-4,27.8750,77,14,10,irrelevant
56,9,1,-1.5556,-7,24.4444,59,0,10,irrelevant
25,10,4,0.4000,-1,10.3000,40,0,10,irrelevant
92,8,4,-0.3750,-4,21.8750,39,11,10,irrelevant
48,11,1,-1.4545,-10,19.6364,65,0,10,irrelevant
10,3,2,0.6667,0,20.0000,60,0,1,irrelevant
71,8,4,0.1250,-4,29.1250,55,0,10,irrelevant
31,10,1,-1.7000,-6,22.2000,46,0,10,irrelevant
42,9,2,-1.6667,-8,31.0000,68,0,10,irrelevant
60,8,1,-1.3750,-4,19.1250,51,0,10,irrelevant
79,13,0,-2.0000,-6,19.8462,68,0,10,irrelevant
16,3,2,0.6667,0,20.0000,60,0,1,irrelevant
49,8,9,1.7500,-4,35.3750,62,28,10,irrelevant
59,8,8,1.1250,-3,30.5000,77,5,10,irrelevant
33,10,6,-1.1000,-12,29.2000,74,7,10,irrelevant
73,9,3,-1.4444,-6,28.1111,87,0,10,irrelevant
45,8,2,-0.2500,-5,38.8750,91,18,10,irrelevant
47,7,4,-0.7143,-4,18.2857,34,0,10,irrelevant
23,8,7,0.2500,-4,30.1250,51,0,1,irrelevant
60,10,1,-0.9000,-4,15.9000,46,0,10,irrelevant
54,8,5,-0.6250,-10,22.6250,56,0,10,irrelevant
63,8,3,-0.8750,-7,25.7500,41,10,10,irrelevant
52,11,1,-1.8182,-6,24.0909,74,0,10,irrelevant
22,8,6,1.2500,-3,11.5000,46,0,9,irrelevant
13,2,0,0.0000,0,46.0000,51,41,1,irrelevant
21,11,12,1.6364,-2,26.2727,65,0,10,irrelevant
42,11,2,-0.5455,-8,23.4545,55,0,9,irrelevant
64,8,3,-1.7500,-5,39.0000,78,5,10,irrelevant
17,11,6,0.5455,-2,33.4545,92,10,10,irrelevant
26,8,5,1.8750,-2,20.8750,43,10,10,irrelevant
43,8,0,-0.7500,-3,28.5000,70,0,10,irrelevant
32,10,7,-2.0000,-23,18.6000,53,0,1,irrelevant
55,9,1,-1.3333,-6,20.5556,43,0,10,irrelevant
47,11,0,-2.1818,-7,27.5455,66,0,10,irrelevant
66,8,5,-5.6250,-47,20.5000,72,0,10,irrelevant
32,13,9,1.0769,-4,26.1538,55,0,10,irrelevant
44,8,2,-1.0000,-4,23.2500,77,3,10,irrelevant
25,8,0,-1.1250,-4,31.7500,51,0,1,irrelevant
85,10,0,-1.9000,-7,18.6000,48,0,10,irrelevant
60,8,0,-0.8750,-3,16.7500,50,0,10,irrelevant
48,9,2,-1.7778,-8,27.5556,74,0,10,irrelevant
37,11,11,1.4545,-3,19.5455,72,0,10,irrelevant
51,8,8,2.2500,0,25.3750,55,0,10,irrelevant
35,8,6,-3.6250,-32,33.8750,80,4,10,irrelevant
15,4,0,-0.2500,-1,43.5000,51,32,1,irrelevant
24,8,1,-1.5000,-6,17.1250,42,5,10,irrelevant
40,8,1,-1.3750,-4,20.7500,51,5,10,irrelevant
36,10,8,1.3000,-1,26.7000,73,3,10,irrelevant
50,9,1,-1.7778,-7,26.5556,46,0,10,irrelevant
31,10,2,0.3000,-5,23.5000,68,0,10,irrelevant
18,3,4,-1.3333,-8,50.3333,52,48,1,irrelevant
6,8,3,0.3750,-2,18.7500,36,0,10,irrelevant
35,8,4,-0.7500,-4,29.0000,77,12,10,irrelevant
58,10,0,-2.8000,-13,23.8000,56,0,10,irrelevant
39,11,6,1.6364,-2,38.4545,75,6,10,irrelevant
11,5,2,0.4000,0,30.4000,60,0,1,irrelevant
42,8,8,2.6250,1,32.0000,76,13,10,irrelevant
44,8,5,0.8750,-4,18.7500,39,5,10,irrelevant
46,8,5,0.1250,-4,17.0000,32,5,10,irrelevant
52,8,8,0.7500,-5,28.1250,78,7,10,irrelevant
9,12,6,0.9167,-2,27.2500,70,8,5,irrelevant
13,7,2,-6.7143,-43,25.5714,60,0,1,irrelevant
51,8,5,0.7500,-2,20.7500,41,5,10,irrelevant
45,11,0,-1.7273,-7,22.0000,84,0,10,irrelevant
29,8,2,-0.1250,-4,14.3750,52,0,10,irrelevant
36,10,6,-8.9000,-53,48.0000,100,10,10,irrelevant
12,4,0,-12.2500,-43,29.7500,43,0,1,irrelevant
40,10,4,0.7000,-5,32.4000,73,3,9,irrelevant
46,8,1,-2.5000,-14,23.3750,64,8,10,irrelevant
37,8,7,1.8750,-2,25.5000,65,0,10,irrelevant
53,9,1,-1.1111,-3,16.6667,44,0,10,irrelevant
43,8,8,1.6250,-5,28.0000,55,12,10,irrelevant
13,4,0,-0.2500,-1,43.5000,51,32,1,irrelevant
61,8,2,-0.8750,-5,12.1250,36,0,10,irrelevant
41,8,4,-0.2500,-5,31.5000,78,12,10,irrelevant
57,10,0,-2.5000,-10,24.1000,66,0,10,irrelevant
40,4,1,0.7500,1,12.2500,34,3,10,irrelevant
26,8,3,0.2500,-6,21.5000,52,0,8,irrelevant
18,3,3,-0.6667,-5,42.0000,51,32,1,irrelevant
48,8,8,0.1250,-4,27.0000,56,16,10,irrelevant
42,8,2,0.1250,-2,13.3750,42,0,8,irrelevant
72,8,3,-2.1250,-6,22.6250,64,12,10,irrelevant
101,9,1,-1.1111,-6,14.4444,31,0,10,irrelevant
57,10,1,-2.4000,-7,21.3000,43,0,10,irrelevant
17,6,5,0.1667,-3,40.8333,51,27,1,irrelevant
61,8,0,-1.5000,-4,26.2500,60,12,10,irrelevant
27,8,4,-1.1250,-5,28.7500,83,12,10,irrelevant
29,12,2,-2.2500,-14,25.0833,80,0,10,irrelevant
54,8,4,-0.1250,-4,31.5000,78,13,10,irrelevant
23,9,1,-1.8889,-6,22.8889,49,0,10,irrelevant
21,13,40,1.3846,-23,16.6154,60,0,1,irrelevant
29,8,1,-1.0000,-4,20.5000,77,4,10,irrelevant
66,10,1,-2.7000,-10,25.3000,66,0,10,irrelevant
22,8,9,0.8750,-7,24.7500,39,7,10,irrelevant
57,8,5,1.6250,-1,27.1250,40,6,10,irrelevant
59,8,4,0.5000,-4,24.1250,43,14,10,irrelevant
58,8,1,-1.6250,-7,17.5000,32,7,10,irrelevant
29,9,7,-0.3333,-5,41.2222,51,32,1,irrelevant
45,8,3,-0.3750,-4,27.3750,77,0,10,irrelevant
57,9,2,-0.4444,-5,25.7778,62,0,10,irrelevant
57,8,3,-1.1250,-4,26.2500,69,5,10,irrelevant
66,8,4,0.1250,-4,18.3750,56,0,10,irrelevant
24,8,5,-0.3750,-8,43.1250,52,27,1,irrelevant
43,8,0,-2.0000,-4,20.1250,38,9,10,irrelevant
17,12,3,-3.5000,-20,34.2500,69,0,1,irrelevant
43,8,2,0.0000,-3,24.5000,55,0,10,irrelevant
36,10,3,1.1000,0,15.4000,46,0,10,irrelevant
72,8,4,-0.1250,-4,41.5000,81,0,10,irrelevant
45,8,2,-0.3750,-2,18.6250,41,5,10,irrelevant
12,3,2,0.6667,0,20.0000,60,0,1,irrelevant
5,8,1,-1.6250,-11,13.2500,53,0,10,irrelevant
20,8,8,2.3750,1,24.6250,73,10,10,irrelevant
76,7,2,-0.5714,-4,18.0000,41,5,10,irrelevant
64,8,9,0.6250,-4,24.3750,48,12,10,irrelevant
41,11,0,-1.0909,-4,19.3636,74,0,10,irrelevant
30,5,0,0.0000,0,0.0000,0,0,1,irrelevant
29,8,0,-2.1250,-14,27.5000,64,0,10,irrelevant
40,8,2,-0.3750,-4,14.6250,32,0,10,irrelevant
66,8,2,-1.2500,-7,24.5000,55,0,10,irrelevant
6,8,1,-0.7500,-2,21.5000,37,2,10,irrelevant
32,5,9,0.4000,-4,20.6000,34,14,10,irrelevant
20,4,0,0.0000,0,0.0000,0,0,1,irrelevant
75,6,3,-0.1667,-4,24.3333,41,12,10,irrelevant
28,11,14,2.2727,0,13.0909,27,0,10,irrelevant
82,7,2,-0.8571,-4,13.8571,29,0,10,irrelevant
26,11,9,-0.2727,-8,18.0909,55,0,10,irrelevant
55,8,3,-1.2500,-5,28.8750,77,0,10,irrelevant
26,12,40,3.1667,-8,21.0000,60,0,1,irrelevant
43,8,4,0.0000,-3,35.8750,85,0,10,irrelevant
69,7,0,-2.1429,-6,20.1429,43,0,10,irrelevant
91,5,1,-0.2000,-1,16.6000,45,0,8,irrelevant
44,9,2,-2.5556,-12,35.3333,93,6,10,irrelevant
57,8,3,1.2500,-1,29.1250,73,14,10,irrelevant
42,8,1,-1.7500,-7,35.1250,82,0,10,irrelevant
28,11,6,-2.6364,-18,37.5455,83,7,1,irrelevant
11,15,6,1.2667,-8,49.6000,83,0,10,irrelevant
26,12,0,-3.6667,-17,28.1667,60,0,10,irrelevant
52,8,2,-0.2500,-2,20.5000,55,0,10,irrelevant
67,8,4,1.0000,0,19.7500,39,0,10,irrelevant
49,8,2,-1.2500,-7,23.2500,67,0,10,irrelevant
59,8,1,-1.2500,-4,21.0000,35,0,10,irrelevant
70,9,3,0.2222,-3,21.5556,43,0,10,irrelevant
39,8,3,-0.1250,-1,21.7500,47,0,10,irrelevant
70,11,0,-2.6364,-10,27.0000,68,0,10,irrelevant
30,11,8,1.0909,-4,18.6364,44,0,10,irrelevant
44,11,3,-0.7273,-4,27.8182,74,3,10,irrelevant
78,6,3,-1.3333,-7,27.8333,60,7,10,irrelevant
39,6,3,-0.6667,-4,19.5000,39,12,10,irrelevant
48,12,2,-2.1667,-8,33.8333,74,0,10,irrelevant
62,8,3,-1.6250,-13,26.3750,77,8,10,irrelevant
84,8,9,0.6250,-4,24.7500,87,9,10,irrelevant
47,8,1,-0.5000,-2,30.3750,75,0,8,irrelevant
60,8,9,1.2500,-4,27.5000,50,0,10,irrelevant
35,8,5,-0.1250,-4,39.8750,78,10,10,irrelevant
69,8,2,-1.7500,-4,25.6250,78,5,10,irrelevant
57,8,3,-0.7500,-4,20.0000,39,12,10,irrelevant
74,8,9,0.5000,-4,22.7500,74,0,10,irrelevant
65,6,0,-2.1667,-7,18.8333,47,0,10,irrelevant
53,8,3,-1.0000,-4,38.5000,77,5,10,irrelevant
79,6,8,1.0000,-4,19.1667,34,5,10,irrelevant
40,8,2,-1.2500,-4,24.6250,46,5,10,irrelevant
37,8,3,-1.2500,-4,35.2500,89,12,10,irrelevant
51,8,9,1.6250,-4,30.8750,89,0,10,irrelevant
47,10,3,-0.2000,-3,25.0000,87,0,10,irrelevant
72,8,3,-3.8750,-25,26.2500,77,0,10,irrelevant
46,7,-1,-3.7143,-9,25.1429,76,10,10,irrelevant
46,8,4,-0.5000,-5,30.8750,78,0,10,irrelevant
48,7,3,0.0000,-4,26.2857,61,5,10,irrelevant
60,8,5,-0.5000,-4,37.7500,79,19,10,irrelevant
60,8,6,0.1250,-4,28.5000,62,5,10,irrelevant
35,8,1,-1.7500,-6,36.2500,74,11,10,irrelevant
48,9,2,-3.2222,-10,31.7778,58,10,10,irrelevant
53,11,2,-1.0000,-7,21.8182,55,0,10,irrelevant
44,8,1,-0.7500,-3,22.1250,77,3,10,irrelevant
102,8,1,-2.2500,-5,36.1250,63,5,10,irrelevant
45,9,1,-0.5556,-2,17.6667,44,0,10,irrelevant
50,8,2,-1.0000,-4,20.5000,77,0,10,irrelevant
54,8,5,-0.6250,-4,16.6250,32,5,10,irrelevant
12,15,2,-2.0667,-8,19.7333,70,0,1,irrelevant
49,8,12,0.2500,-4,37.0000,89,7,10,irrelevant
55,8,3,-0.8750,-4,30.6250,77,5,10,irrelevant
36,8,0,-0.6250,-2,29.2500,80,0,10,irrelevant
89,8,12,3.3750,0,25.3750,67,0,10,irrelevant
61,8,8,1.3750,-3,29.6250,78,17,10,irrelevant
50,8,2,-0.3750,-4,30.7500,90,0,10,irrelevant
55,8,4,0.2500,-5,31.0000,78,0,10,irrelevant
33,8,3,0.1250,-1,18.8750,45,0,8,irrelevant
79,8,8,0.2500,-3,22.2500,42,8,10,irrelevant
64,8,5,-1.8750,-12,19.2500,46,10,10,irrelevant
28,13,23,0.3846,-12,41.5385,77,15,9,irrelevant
67,11,2,-3.4545,-11,36.0000,68,0,10,irrelevant
59,8,2,-1.1250,-5,23.8750,68,0,9,irrelevant
66,8,3,-1.0000,-4,19.6250,39,0,10,irrelevant
70,8,8,0.2500,-4,28.8750,77,5,10,irrelevant
50,8,3,0.3750,-4,20.2500,45,0,10,irrelevant
39,7,0,-2.0000,-5,19.0000,36,6,10,irrelevant
40,8,1,-1.5000,-4,27.7500,43,10,10,irrelevant
39,8,8,1.0000,-4,27.0000,43,5,10,irrelevant
29,8,4,0.6250,-2,5.1250,29,0,10,irrelevant
49,9,1,-1.6667,-7,18.5556,60,0,10,irrelevant
64,9,3,-0.6667,-7,33.3333,55,0,10,irrelevant
45,7,4,-0.8571,-4,23.7143,46,12,10,irrelevant
42,8,2,-1.2500,-4,15.8750,32,5,10,irrelevant
13,10,3,-5.3000,-22,44.3000,83,0,1,irrelevant
51,10,0,-0.9000,-4,17.9000,66,0,10,irrelevant
61,8,5,0.8750,-3,25.1250,62,10,10,irrelevant
50,9,1,-0.7778,-3,18.6667,43,0,10,irrelevant
27,10,9,0.9000,-5,20.9000,69,0,10,irrelevant
38,9,5,-0.7778,-7,35.4444,65,0,10,irrelevant
24,11,13,1.3636,-1,9.5455,30,0,1,irrelevant
83,8,4,-3.2500,-25,25.8750,95,4,10,irrelevant
53,8,3,0.3750,-1,13.5000,39,5,10,irrelevant
32,9,1,-1.7778,-6,22.0000,63,0,10,irrelevant
105,11,3,-0.7273,-17,12.2727,45,0,10,irrelevant
59,9,6,-1.5556,-7,44.0000,75,15,10,irrelevant
62,8,1,-0.7500,-3,19.1250,42,0,8,irrelevant
3,11,5,-0.0909,-4,19.6364,50,0,1,irrelevant
35,8,1,-3.0000,-13,33.3750,77,19,10,irrelevant
61,10,1,-0.8000,-4,17.0000,39,0,10,irrelevant
16,13,3,-2.3077,-9,39.9231,73,20,9,irrelevant
54,8,0,-1.7500,-5,20.0000,41,5,10,irrelevant
7,6,3,0.5000,0,3.8333,23,0,1,irrelevant
59,8,1,-1.1250,-4,17.8750,32,12,10,irrelevant
69,8,5,1.5000,-1,35.2500,86,0,10,relevant
34,10,1,-1.4000,-8,21.2000,43,0,10,irrelevant
32,8,3,-0.5000,-4,21.2500,41,5,10,irrelevant
25,8,0,-1.1250,-6,37.6250,84,0,10,irrelevant
29,7,5,1.1429,0,8.7143,38,0,1,irrelevant
48,8,4,-1.6250,-8,34.6250,80,12,10,irrelevant
33,7,3,0.0000,-4,24.5714,60,0,10,irrelevant
50,9,-1,-8.2222,-53,44.8889,100,10,10,irrelevant
37,11,1,-0.8182,-8,17.2727,50,0,10,irrelevant
45,10,1,-0.4000,-3,13.0000,39,0,10,irrelevant
7,9,13,1.4444,0,6.3333,29,0,1,irrelevant
20,11,3,-1.6364,-5,23.6364,43,0,10,irrelevant
40,8,4,-0.5000,-4,21.1250,39,5,10,irrelevant
54,8,3,-1.7500,-7,33.8750,78,12,10,irrelevant
90,8,9,1.1250,-4,30.1250,86,0,10,irrelevant
20,8,63,13.0000,-15,8.6250,41,0,1,irrelevant
38,8,8,0.8750,-4,17.0000,32,0,10,irrelevant
50,8,4,0.0000,-4,34.3750,77,25,10,irrelevant
58,8,3,0.0000,-3,22.7500,41,0,10,irrelevant
37,10,5,-0.7000,-18,21.3000,77,0,10,irrelevant
47,8,3,0.1250,-3,35.7500,80,12,10,irrelevant
41,9,6,-0.2222,-4,30.1111,74,10,10,irrelevant
21,7,13,1.8571,-1,21.4286,92,0,1,irrelevant
50,8,3,-0.2500,-4,23.5000,46,5,10,irrelevant
38,11,1,-1.2727,-6,15.4545,48,0,10,irrelevant
52,9,3,0.4444,-3,28.1111,90,0,10,irrelevant
30,8,4,-1.5000,-7,35.6250,86,0,10,irrelevant
53,8,4,-0.8750,-4,34.1250,82,19,10,irrelevant
0,6,3,0.5000,0,3.8333,23,0,1,irrelevant
61,8,3,-0.7500,-4,27.1250,78,5,10,irrelevant
41,8,5,0.7500,-1,24.2500,50,10,8,irrelevant
70,12,16,-0.6667,-9,38.0833,82,0,10,irrelevant
8,8,1,-0.1250,-2,10.5000,43,0,10,irrelevant
39,15,16,2.7333,-5,21.6000,69,0,1,irrelevant
34,8,4,-0.7500,-4,35.1250,60,19,10,irrelevant
49,8,3,-0.2500,-4,24.3750,48,6,10,irrelevant
25,12,5,0.1667,-6,13.5000,41,0,10,irrelevant
50,8,3,-1.1250,-4,31.7500,93,17,10,irrelevant
39,8,9,0.7500,-4,29.3750,77,0,10,irrelevant
40,8,4,0.7500,-2,27.6250,56,5,10,irrelevant
12,10,18,1.8000,-10,13.5000,43,0,1,irrelevant
32,9,2,-1.6667,-13,22.3333,56,0,10,irrelevant
59,8,9,0.8750,-7,25.6250,43,7,10,irrelevant
70,9,1,-2.1111,-11,27.4444,82,0,10,irrelevant
54,7,3,0.0000,-4,27.2857,61,12,10,irrelevant
72,9,1,-3.2222,-9,26.7778,63,0,10,irrelevant
5,7,13,3.1429,0,21.2857,60,0,1,irrelevant
44,8,1,-1.2500,-4,22.8750,66,0,10,irrelevant
49,8,4,-1.8750,-7,34.6250,88,0,10,irrelevant
48,8,4,0.5000,-2,25.1250,61,5,10,irrelevant
86,11,6,2.2727,-1,36.9091,79,4,10,relevant
