paper_references,keywords,max_delta,avg_delta,min_delta,avg_trend,max_trend,min_trend,peso_fonte,class
0,4,17,5.0000,0,43.0000,89,0,10,relevant
0,4,17,5.0000,0,43.0000,89,0,10,relevant
0,8,27,5.8750,0,24.2500,92,0,10,relevant
0,7,27,6.2857,0,14.5714,83,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,13,17,-8.3077,-88,45.8462,100,0,10,relevant
0,4,17,5.0000,0,48.5000,92,0,10,relevant
0,2,20,-40.0000,-100,80.0000,100,60,10,relevant
0,15,100,-0.8000,-88,51.4000,100,0,10,relevant
0,6,17,-1.5000,-17,60.8333,91,0,10,relevant
0,10,100,5.7000,-32,45.3000,100,0,10,relevant
0,7,17,-4.1429,-53,47.5714,92,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,17,2.3333,-13,90.6667,100,83,10,relevant
0,11,100,11.0909,-12,45.9091,97,0,10,relevant
0,9,100,13.6667,-10,45.5556,97,0,10,relevant
0,12,27,3.9167,0,15.9167,89,0,10,relevant
0,10,100,5.7000,-32,45.3000,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,7,17,3.2857,0,40.4286,92,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,11,100,13.2727,-14,42.1818,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,4,17,5.0000,0,48.5000,92,0,10,relevant
0,11,100,5.0909,-32,49.7273,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,4,17,5.0000,0,43.0000,89,0,10,relevant
0,2,2,1.0000,0,33.0000,66,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,7,43,9.7143,-19,28.8571,100,0,10,relevant
0,7,100,18.7143,0,35.2857,89,0,10,relevant
0,5,17,-2.2000,-35,44.2000,84,0,10,relevant
0,12,48,7.3333,-12,49.2500,96,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,2,100,27.0000,-46,50.0000,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,18,100,-4.0000,-88,53.9444,100,0,10,relevant
1,8,0,-4.6250,-22,33.7500,100,0,10,irrelevant
38,6,0,0.0000,0,0.0000,0,0,10,relevant
14,7,0,-15.1429,-65,21.2857,84,0,10,relevant
38,19,14,-0.8421,-18,34.5263,100,0,10,relevant
34,12,8,-0.2500,-11,13.9167,87,0,10,relevant
16,12,7,0.5000,-1,14.5000,92,0,10,relevant
15,4,21,7.2500,-5,65.5000,96,0,10,irrelevant
26,14,100,10.0714,-22,31.8571,100,0,10,relevant
35,9,15,-0.3333,-18,72.6667,100,0,10,relevant
17,10,15,-9.1000,-100,68.8000,100,0,10,relevant
0,11,100,4.8182,-27,26.0909,100,0,7,relevant
0,9,9,-4.1111,-44,22.8889,66,0,7,relevant
0,11,17,2.1818,-4,22.2727,83,0,7,relevant
0,10,17,3.3000,0,23.5000,86,0,7,irrelevant
0,0,0,0.0000,0,0.0000,0,0,7,irrelevant
0,8,6,0.1250,-5,22.5000,96,0,7,irrelevant
0,12,20,-4.0000,-100,40.0833,100,0,7,irrelevant
0,13,2,-6.6923,-76,17.5385,86,0,7,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
11,8,33,-13.6250,-83,55.2500,100,0,10,relevant
0,11,17,-9.8182,-88,54.1818,100,0,10,irrelevant
98,13,37,5.2308,-4,37.4615,94,0,10,relevant
12,7,20,-8.0000,-83,66.7143,100,0,8,relevant
0,7,17,1.0000,-13,38.8571,100,0,10,relevant
13,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
15,20,100,8.4000,-35,43.8000,100,0,10,relevant
34,5,17,-2.2000,-35,44.2000,84,0,10,relevant
0,7,2,-18.2857,-88,60.5714,100,0,10,relevant
13,0,0,0.0000,0,0.0000,0,0,10,relevant
0,7,21,4.0000,-5,59.5714,96,0,10,relevant
16,7,24,-4.7143,-100,81.7143,100,58,8,relevant
22,15,9,-5.8667,-100,32.6000,100,0,10,relevant
0,4,21,-20.2500,-100,91.7500,100,79,0,relevant
0,27,25,-9.5185,-100,35.9630,100,0,8,relevant
0,8,4,-12.5000,-100,35.7500,100,0,8,relevant
0,10,27,4.7000,0,19.1000,89,0,10,relevant
0,14,100,15.2857,-5,29.8571,96,0,10,relevant
14,1,0,0.0000,0,0.0000,0,0,10,relevant
30,7,17,-1.2857,-17,49.4286,91,0,10,relevant
26,14,17,2.0714,0,10.0000,83,0,10,relevant
15,18,100,10.2222,-11,44.5556,99,0,10,relevant
31,8,0,-0.5000,-4,12.5000,100,0,10,relevant
150,7,2,-18.2857,-88,60.5714,100,0,10,relevant
0,10,24,-8.6000,-100,68.2000,100,0,0,relevant
0,5,21,3.2000,-5,53.6000,96,0,10,relevant
0,9,20,3.1111,-12,37.0000,91,0,10,relevant
0,15,20,-4.7333,-83,46.4667,100,0,10,relevant
0,4,13,-8.2500,-46,46.7500,100,0,10,relevant
34,8,100,-0.2500,-83,34.8750,99,0,10,relevant
0,4,17,5.0000,0,43.0000,89,0,10,relevant
0,11,17,0.8182,-10,62.0000,96,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,5,21,3.6000,-10,82.4000,96,62,10,relevant
0,6,100,3.1667,-46,63.6667,100,0,10,relevant
0,10,4,-17.7000,-88,56.3000,100,0,10,relevant
0,2,21,8.0000,-5,87.5000,96,79,10,relevant
0,16,21,-5.1250,-83,34.2500,100,0,10,relevant
55,15,27,1.1333,-17,37.1333,100,0,10,relevant
0,9,2,-14.2222,-88,47.1111,100,0,10,relevant
0,5,100,20.4000,-5,68.4000,97,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
23,9,27,1.7778,-35,24.5556,84,0,10,relevant
42,13,20,1.4615,-12,46.8462,100,0,10,relevant
0,2,21,8.0000,-5,87.5000,96,79,10,relevant
0,6,24,-9.0000,-100,86.1667,100,76,10,relevant
0,4,17,5.0000,0,43.0000,89,0,10,relevant
0,10,20,3.2000,-12,68.8000,98,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,13,2.3333,-5,81.6667,96,62,10,relevant
0,3,20,12.6667,1,80.0000,97,60,10,relevant
0,10,15,-9.1000,-100,68.8000,100,0,10,relevant
31,2,17,8.5000,0,51.0000,83,19,10,relevant
0,5,48,15.2000,-12,64.6000,91,0,10,relevant
0,10,100,10.3000,-35,38.5000,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
17,15,21,-12.2000,-100,48.4000,100,0,10,relevant
10,12,21,1.3333,-11,39.0833,100,0,8,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
9,0,0,0.0000,0,0.0000,0,0,7,irrelevant
0,6,21,2.6667,-5,29.1667,96,0,10,relevant
0,9,100,13.1111,-13,38.5556,100,0,10,relevant
0,7,17,2.2857,-12,50.7143,92,0,10,relevant
15,21,17,-5.7143,-83,46.3333,100,0,8,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
33,12,100,-0.7500,-83,49.5833,100,0,10,relevant
0,6,17,1.1667,-13,45.3333,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
15,3,0,-31.3333,-83,60.0000,97,0,9,relevant
29,9,100,7.7778,-35,41.5556,100,0,10,relevant
0,7,4,0.5714,0,25.5714,93,0,10,relevant
18,7,21,-11.2857,-100,86.2857,100,62,10,relevant
34,5,21,1.6000,-10,70.4000,96,0,10,relevant
50,11,46,-3.6364,-100,58.5455,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
20,13,48,6.0000,-12,31.3846,91,0,10,relevant
19,8,17,1.0000,-12,32.8750,91,0,10,relevant
35,20,20,0.6000,-12,47.9000,100,0,10,relevant
30,13,20,2.0769,-12,53.9231,100,0,10,relevant
0,6,17,-15.6667,-83,75.1667,97,19,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,2,21,8.0000,-5,87.5000,96,79,10,relevant
0,2,21,8.0000,-5,87.5000,96,79,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,9,21,3.1111,-5,46.3333,96,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,13,2.3333,-5,81.6667,96,62,10,relevant
0,2,21,8.0000,-5,87.5000,96,79,10,relevant
0,14,17,-7.2857,-100,43.9286,100,0,10,relevant
0,16,100,1.6875,-87,47.3750,99,0,10,relevant
24,12,2,-5.5000,-22,44.4167,100,0,10,irrelevant
36,11,17,1.1818,-10,37.5455,97,0,10,relevant
12,16,100,2.4375,-22,27.1875,100,0,10,relevant
39,12,20,-6.9167,-83,79.5833,100,0,10,relevant
9,16,2,-15.8750,-100,44.6875,100,0,10,relevant
0,6,48,12.6667,-12,53.8333,91,0,10,relevant
0,8,20,4.6250,-12,64.0000,97,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,10,48,8.8000,-12,59.1000,96,0,10,relevant
0,10,100,19.3000,-22,68.1000,97,0,10,relevant
0,7,48,10.8571,-12,46.1429,91,0,10,relevant
0,5,48,15.2000,-12,64.6000,91,0,10,relevant
0,11,21,2.8182,-12,65.4545,97,0,10,relevant
0,3,48,28.3333,17,47.6667,83,0,10,relevant
0,10,48,8.8000,-12,59.1000,96,0,10,relevant
0,5,17,4.0000,0,34.4000,89,0,10,relevant
0,8,20,-7.5000,-100,43.8750,100,0,10,irrelevant
0,15,17,-7.5333,-83,52.6000,100,0,10,relevant
0,7,100,18.7143,0,35.2857,89,0,10,relevant
0,3,20,-23.3333,-100,83.3333,100,60,10,relevant
127,11,8,-5.8182,-74,28.0909,94,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,7,20,5.2857,-12,73.1429,97,0,10,irrelevant
0,3,20,12.3333,0,47.6667,83,0,10,relevant
0,11,100,13.9091,-40,70.5455,97,0,10,relevant
0,14,20,2.0000,-12,57.1429,98,0,10,irrelevant
0,3,17,2.6667,-12,87.6667,91,83,10,relevant
0,4,100,9.5000,-32,50.0000,100,0,10,relevant
0,8,20,2.6250,-12,62.3750,98,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,9,irrelevant
46,0,0,0.0000,0,0.0000,0,0,9,irrelevant
15,0,0,0.0000,0,0.0000,0,0,9,relevant
13,0,0,0.0000,0,0.0000,0,0,9,relevant
12,0,0,0.0000,0,0.0000,0,0,9,relevant
3,0,0,0.0000,0,0.0000,0,0,9,irrelevant
13,0,0,0.0000,0,0.0000,0,0,9,irrelevant
15,0,0,0.0000,0,0.0000,0,0,9,relevant
12,0,0,0.0000,0,0.0000,0,0,9,irrelevant
29,7,33,8.8571,-3,50.5714,89,0,9,irrelevant
19,0,0,0.0000,0,0.0000,0,0,9,relevant
15,9,42,13.0000,-3,51.3333,89,0,9,irrelevant
43,7,33,8.8571,-3,50.5714,89,0,9,relevant
21,10,33,9.4000,-3,55.2000,91,0,9,relevant
23,11,33,8.5455,-3,51.9091,91,0,9,relevant
26,10,33,9.4000,-3,55.2000,91,0,9,relevant
29,4,17,3.5000,-3,34.7500,89,0,9,relevant
27,10,33,9.4000,-3,55.2000,91,0,9,relevant
23,0,0,0.0000,0,0.0000,0,0,9,irrelevant
14,0,0,0.0000,0,0.0000,0,0,9,relevant
5,8,33,7.7500,-3,46.6250,89,0,9,relevant
14,7,33,8.8571,-3,50.5714,89,0,9,relevant
14,7,33,8.8571,-3,50.5714,89,0,9,irrelevant
12,2,3,1.5000,0,49.5000,80,19,7,irrelevant
16,14,51,12.3571,-3,43.6429,89,0,7,relevant
21,4,17,3.5000,-3,34.7500,89,0,7,irrelevant
24,11,33,5.4545,-40,51.2727,100,0,7,irrelevant
5,10,33,9.4000,-3,55.2000,91,0,7,relevant
15,10,33,9.4000,-3,55.2000,91,0,7,relevant
23,10,33,9.4000,-3,55.2000,91,0,7,irrelevant
14,7,33,8.8571,-3,50.5714,89,0,7,irrelevant
11,4,17,3.5000,-3,34.7500,89,0,7,relevant
14,8,33,9.2500,-3,54.2500,89,0,7,irrelevant
16,7,33,8.8571,-3,50.5714,89,0,0,relevant
12,8,33,9.2500,-3,54.2500,89,0,0,relevant
5,11,33,9.6364,-3,57.4545,91,0,0,relevant
8,8,17,1.7500,-3,17.3750,89,0,0,irrelevant
10,9,17,0.7778,-11,40.7778,95,0,0,relevant
6,0,0,0.0000,0,0.0000,0,0,0,irrelevant
4,7,33,8.8571,-3,50.5714,89,0,0,relevant
4,4,17,3.5000,-3,34.7500,89,0,0,irrelevant
12,6,17,4.5000,-3,53.6667,100,0,0,irrelevant
2,7,33,8.8571,-3,50.5714,89,0,0,relevant
25,9,33,6.8889,-3,39.3333,89,0,0,relevant
15,9,33,8.3333,-3,59.6667,100,0,0,relevant
14,8,33,7.7500,-3,46.6250,89,0,1,relevant
17,7,33,8.8571,-3,50.5714,89,0,1,relevant
7,11,33,8.5455,-3,51.9091,91,0,1,relevant
15,10,33,9.4000,-3,55.2000,91,0,1,relevant
18,11,33,8.5455,-3,51.9091,91,0,1,relevant
13,4,17,3.5000,-3,34.7500,89,0,1,relevant
11,4,17,3.5000,-3,34.7500,89,0,1,relevant
16,3,42,14.0000,0,8.0000,24,0,1,relevant
12,7,33,8.8571,-3,50.5714,89,0,1,relevant
13,0,0,0.0000,0,0.0000,0,0,1,irrelevant
17,0,0,0.0000,0,0.0000,0,0,1,relevant
4,2,0,0.0000,0,0.0000,0,0,1,relevant
10,6,17,2.8333,-3,39.6667,89,0,1,relevant
7,7,33,8.8571,-3,50.5714,89,0,1,relevant
7,4,17,3.5000,-3,34.7500,89,0,1,relevant
9,4,17,3.5000,-3,34.7500,89,0,1,relevant
5,2,14,6.5000,-1,91.5000,100,83,1,relevant
9,0,0,0.0000,0,0.0000,0,0,1,relevant
8,0,0,0.0000,0,0.0000,0,0,1,relevant
15,8,33,9.2500,-3,54.2500,89,0,1,relevant
4,0,0,0.0000,0,0.0000,0,0,1,relevant
8,2,0,0.0000,0,0.0000,0,0,1,relevant
12,6,17,2.8333,-3,39.6667,89,0,1,irrelevant
13,0,0,0.0000,0,0.0000,0,0,1,relevant
8,0,0,0.0000,0,0.0000,0,0,1,relevant
8,8,33,8.1250,-3,56.2500,96,0,1,relevant
7,0,0,0.0000,0,0.0000,0,0,1,irrelevant
7,3,14,4.3333,-1,61.0000,100,0,1,relevant
13,2,0,0.0000,0,0.0000,0,0,1,relevant
17,0,0,0.0000,0,0.0000,0,0,1,relevant
10,7,33,8.8571,-3,50.5714,89,0,1,relevant
5,7,33,8.8571,-3,50.5714,89,0,1,relevant
8,10,33,9.4000,-3,55.2000,91,0,1,relevant
14,8,33,9.2500,-3,54.2500,89,0,1,relevant
7,0,0,0.0000,0,0.0000,0,0,1,relevant
5,6,17,4.5000,-3,53.6667,100,0,1,irrelevant
10,8,33,9.2500,-3,54.2500,89,0,1,irrelevant
9,8,33,8.1250,-3,56.2500,96,0,1,irrelevant
14,7,32,-0.2857,-37,29.1429,80,0,1,irrelevant
12,0,0,0.0000,0,0.0000,0,0,1,relevant
0,7,38,14.7143,0,47.2857,90,0,10,relevant
0,25,100,10.7600,-64,28.9600,100,0,10,irrelevant
0,10,14,-4.5000,-73,21.5000,83,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,8,38,12.7500,0,31.5000,91,0,1,irrelevant
0,4,23,-0.5000,-40,52.5000,100,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,9,24,2.7778,-40,39.5556,100,0,1,irrelevant
0,13,38,7.7692,-4,37.5385,95,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,1,irrelevant
0,0,0,0.0000,0,0.0000,0,0,8,irrelevant
5,4,14,3.2500,-1,45.7500,100,0,0,relevant
6,7,77,12.4286,-5,61.0000,89,0,0,relevant
14,7,100,17.5714,0,17.2857,84,0,0,relevant
31,9,0,-11.1111,-100,11.1111,100,0,0,relevant
0,11,12,0.6364,-15,39.5455,89,0,0,irrelevant
0,7,21,-10.0000,-100,28.8571,100,0,0,irrelevant
0,6,40,12.8333,0,50.8333,89,0,10,relevant
0,7,100,5.2857,-100,45.2857,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,8,14,4.1250,-5,53.3750,89,0,10,relevant
0,6,14,6.0000,-2,66.8333,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,5,1.6667,0,29.3333,88,0,10,relevant
0,6,40,12.8333,0,50.8333,89,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,4,11,2.2500,-5,78.7500,89,57,10,relevant
0,3,14,7.3333,0,56.6667,89,0,10,relevant
0,6,40,12.8333,0,50.8333,89,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,9,40,8.0000,-5,59.8889,89,0,10,relevant
0,4,0,-4.0000,-16,17.2500,69,0,10,relevant
0,9,40,10.1111,-2,59.5556,89,0,10,relevant
0,11,11,-7.8182,-100,45.7273,100,0,10,relevant
0,6,14,6.0000,-2,66.8333,89,0,10,relevant
0,7,11,1.8571,-4,53.1429,89,0,10,relevant
0,18,100,1.5556,-100,45.3889,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,6,40,12.8333,0,50.8333,89,0,10,relevant
0,3,11,4.6667,-2,77.0000,89,57,10,relevant
0,9,40,10.1111,-2,59.5556,89,0,10,relevant
0,4,11,2.2500,-5,78.7500,89,57,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,10,40,8.6000,-5,62.0000,89,0,10,relevant
0,3,11,4.6667,-2,77.0000,89,57,10,irrelevant
0,7,5,-13.5714,-100,26.8571,100,0,10,relevant
0,11,100,11.0000,-5,45.0909,93,0,10,relevant
21,8,100,12.3750,-8,26.0000,89,0,9,relevant
6,10,42,-6.1000,-100,21.3000,100,0,9,relevant
28,8,38,-5.0000,-100,47.3750,100,0,9,relevant
10,9,100,11.7778,-8,33.4444,93,0,9,relevant
25,10,100,0.4000,-100,28.2000,100,0,9,relevant
26,5,100,21.8000,-3,31.4000,89,0,9,relevant
55,9,100,0.4444,-100,31.3333,100,0,9,relevant
26,8,12,-10.2500,-100,53.8750,100,0,9,relevant
13,12,38,4.9167,-18,36.0000,99,0,9,relevant
13,12,42,9.0833,-18,33.6667,99,0,9,relevant
42,7,42,-1.1429,-76,31.0000,80,0,10,relevant
49,17,100,3.8235,-76,23.5882,91,0,10,relevant
44,15,23,-2.7333,-76,34.2667,93,0,10,relevant
31,14,100,13.5714,-1,17.4286,80,0,10,relevant
24,5,42,13.6000,0,28.2000,80,0,10,relevant
35,8,100,17.2500,-10,55.2500,97,0,10,relevant
33,11,42,1.1818,-76,34.1818,82,0,10,relevant
41,12,23,2.4167,-20,46.6667,97,0,10,relevant
34,7,42,-1.1429,-76,31.0000,80,0,10,relevant
23,7,23,6.8571,0,53.2857,97,0,10,irrelevant
0,8,16,3.0000,-13,56.6250,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,6,40,12.8333,0,50.8333,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,3,0,-5.3333,-13,51.6667,89,0,10,relevant
0,4,38,19.0000,0,31.0000,62,0,10,relevant
0,6,38,19.5000,0,43.8333,85,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,4,38,19.7500,0,50.2500,85,0,10,irrelevant
0,10,42,8.8000,-16,23.1000,74,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,0,-5.3333,-13,51.6667,89,0,10,relevant
0,9,42,-1.0000,-100,56.4444,100,0,10,relevant
0,3,0,-5.3333,-13,51.6667,89,0,10,relevant
0,9,38,11.8889,0,49.8889,86,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,14,7.3333,0,56.6667,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,5,8,-1.6000,-13,48.8000,89,0,10,relevant
0,4,12,3.7500,0,39.2500,80,0,10,relevant
0,7,38,16.8571,0,50.4286,90,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,0,-5.3333,-13,51.6667,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,8,20,7.0000,0,45.1250,80,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,13,20,-0.6154,-58,39.9231,100,0,10,relevant
0,8,20,7.0000,0,45.1250,80,0,10,relevant
0,3,14,4.3333,-1,55.6667,84,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,8,20,7.0000,0,45.1250,80,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,7,relevant
0,0,0,0.0000,0,0.0000,0,0,7,irrelevant
0,13,42,5.3846,0,20.3846,84,0,7,irrelevant
0,12,47,8.3333,-16,25.1667,86,0,7,irrelevant
0,10,42,7.0000,0,26.5000,84,0,7,irrelevant
43,18,100,3.2222,-100,48.6667,100,0,10,relevant
43,15,12,-0.8667,-37,19.6667,82,0,10,relevant
82,27,47,2.6296,-100,26.6667,100,0,10,relevant
54,17,42,3.0588,-100,52.6471,100,0,10,relevant
0,5,0,0.0000,0,0.0000,0,0,8,relevant
15,2,40,20.0000,0,30.0000,60,0,1,relevant
0,10,40,-3.0000,-68,77.4000,100,59,10,relevant
0,3,11,4.6667,-2,77.0000,89,57,10,relevant
31,15,42,-6.0667,-100,41.7333,100,0,10,relevant
51,17,42,9.6471,-1,29.8824,84,0,10,relevant
0,7,38,9.8571,-4,54.8571,85,0,10,relevant
0,8,20,7.0000,0,45.1250,80,0,10,relevant
0,7,12,5.1429,0,40.1429,80,0,10,relevant
0,11,100,15.8182,0,41.0909,93,0,10,relevant
0,7,23,6.7143,0,39.4286,82,0,10,relevant
0,2,11,3.0000,-5,84.5000,85,84,10,relevant
42,8,78,12.0000,0,13.3750,76,0,10,relevant
32,11,100,10.5455,-5,58.9091,95,0,1,relevant
0,0,0,0.0000,0,0.0000,0,0,8,relevant
0,7,20,6.5714,0,48.1429,81,0,10,relevant
0,8,23,5.8750,0,36.8750,82,0,10,relevant
6,0,0,0.0000,0,0.0000,0,0,0,relevant
0,3,11,4.6667,-2,77.0000,89,57,10,relevant
0,5,14,-1.8000,-22,56.6000,100,0,10,relevant
0,2,23,-20.5000,-64,68.5000,100,37,10,relevant
0,2,11,3.0000,-5,84.5000,85,84,10,relevant
0,0,0,0.0000,0,0.0000,0,0,9,relevant
0,4,38,19.2500,0,53.5000,90,0,10,relevant
0,11,42,-1.0000,-100,57.1818,100,0,10,relevant
0,12,14,3.2500,-2,50.7500,100,0,10,relevant
13,7,7,1.0000,0,13.2857,93,0,9,relevant
0,0,0,0.0000,0,0.0000,0,0,9,relevant
0,6,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
20,10,42,3.5000,-11,25.2000,95,0,10,relevant
0,3,14,4.3333,-1,61.0000,100,0,10,relevant
24,10,8,-0.5000,-16,35.8000,98,0,10,relevant
13,3,14,8.0000,4,74.3333,90,50,9,relevant
39,21,14,-5.0000,-61,15.9524,100,0,10,relevant
0,5,40,1.6000,-62,77.0000,92,60,10,relevant
37,16,28,-0.4375,-61,57.3750,100,0,10,relevant
0,6,11,1.5000,-2,29.0000,89,0,10,relevant
0,11,17,-1.8182,-37,25.0000,89,0,10,relevant
22,14,42,0.9286,-76,26.8571,82,0,10,relevant
51,24,45,3.1667,-51,39.5417,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
15,3,11,4.6667,-2,77.0000,89,57,1,relevant
12,3,11,4.6667,-2,77.0000,89,57,9,relevant
38,20,100,3.3500,-61,37.1500,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,8,relevant
0,12,15,2.9167,-11,55.4167,100,0,10,relevant
39,7,42,6.0000,0,3.4286,24,0,10,relevant
49,11,40,0.8182,-62,41.3636,89,0,10,relevant
0,8,23,7.8750,0,54.5000,91,0,10,relevant
0,8,12,3.2500,-2,54.5000,94,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,3,14,7.3333,0,56.6667,89,0,10,relevant
0,3,11,4.6667,-2,77.0000,89,57,10,relevant
0,3,23,8.6667,0,39.0000,80,0,9,relevant
0,8,23,3.1250,-1,17.8750,80,0,9,relevant
20,10,42,7.0000,0,26.5000,84,0,8,relevant
31,14,100,9.4286,-5,51.7143,95,0,10,relevant
0,7,40,8.0000,-2,53.7143,89,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
16,18,42,1.2778,-100,35.3333,100,0,10,relevant
14,10,42,1.1000,-100,53.5000,100,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,9,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
48,9,42,1.1111,-73,35.8889,84,0,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,relevant
0,15,32,0.3333,-37,31.0667,89,0,10,relevant
13,15,38,8.1333,-1,32.2667,84,0,10,relevant
0,5,40,1.6000,-62,77.0000,92,60,10,relevant
0,2,23,-20.5000,-64,68.5000,100,37,10,relevant
0,0,0,0.0000,0,0.0000,0,0,10,irrelevant
0,11,14,2.7273,-1,41.2727,84,0,10,relevant
0,3,12,8.0000,3,79.6667,82,77,10,irrelevant
0,2,23,-20.5000,-64,68.5000,100,37,10,relevant
0,2,12,7.5000,3,78.5000,80,77,10,irrelevant
0,3,23,9.6667,0,42.0000,89,0,10,irrelevant
0,5,12,4.8000,0,47.8000,82,0,10,relevant
0,7,42,-11.8571,-100,45.5714,100,0,10,relevant
0,21,42,1.7143,-64,44.0952,100,0,10,relevant
0,4,23,10.5000,3,69.2500,91,37,10,relevant
0,9,19,-0.4444,-16,42.0000,95,0,10,relevant
0,2,23,-20.5000,-64,68.5000,100,37,10,relevant
0,10,23,6.0000,-5,53.1000,86,0,10,irrelevant
44,8,78,11.7500,0,16.7500,84,0,10,relevant
26,15,14,-3.2000,-61,16.2667,100,0,10,relevant
29,23,42,-1.5217,-100,32.1739,100,0,10,relevant
